MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
1,8,1,5,7,4,5,2,6,5,3,3,5,3,5,5,2,2,8,3,0.4209914501784484
2,7,6,3,7,6,6,1,5,6,7,8,4,4,8,3,3,7,5,3,0.1580645835124958
5,4,6,3,5,3,7,6,2,4,3,8,5,8,7,4,7,5,3,3,0.09475769169011482
5,6,4,1,2,3,7,6,3,5,5,6,11,5,5,3,4,5,2,4,0.18561049976873584
11,5,3,6,2,3,6,8,8,1,4,5,8,8,2,9,2,4,9,7,0.5974902376586927
7,5,3,4,5,7,2,3,6,3,4,6,5,2,2,4,7,4,3,2,0.25099384000611574
4,10,15,1,3,7,9,4,4,6,4,4,5,7,5,4,8,4,11,6,0.06647900426697771
4,3,6,8,4,6,4,7,4,3,4,4,4,4,3,4,4,4,5,6,0.3097601385476093
7,4,4,5,7,4,2,5,6,8,6,6,1,6,3,3,4,3,1,6,0.2821184460701785
7,4,4,1,5,3,5,2,4,6,4,4,8,5,7,6,6,4,11,4,0.22564484006332913
1,11,2,4,4,4,2,5,6,8,3,6,3,4,8,10,7,5,6,4,0.3253278690561316
5,4,2,2,4,3,1,5,6,3,5,4,6,1,5,4,7,5,4,4,0.36542672288103895
5,4,5,4,5,6,4,6,6,6,2,3,4,5,2,4,6,1,5,2,0.2843881473190542
4,4,1,2,2,3,2,6,5,2,3,6,1,8,8,5,6,7,4,6,0.35703085922197175
8,6,2,3,6,4,7,5,4,6,3,4,3,4,4,6,3,6,1,9,0.3258361285880508
2,6,5,9,5,4,7,1,5,5,7,6,6,5,11,5,6,8,7,5,0.32081322299609905
6,4,3,6,1,9,5,12,4,6,2,5,10,2,3,2,5,4,6,2,0.352407940412147
10,5,3,6,9,6,10,5,7,5,5,6,6,7,9,5,9,5,2,1,0.5210466746882193
4,3,7,8,3,5,4,2,5,2,10,6,4,2,4,3,4,4,6,2,0.3002383334743103
1,7,5,4,4,7,3,2,8,8,3,6,6,5,4,8,4,5,4,5,0.17484196255839465
1,6,6,6,5,2,4,3,4,6,2,4,6,5,5,2,7,3,3,7,0.27330293607767636
1,5,3,4,2,2,4,6,0,8,5,11,5,8,5,3,4,5,4,6,0.2442596099281299
6,8,5,9,2,6,6,3,3,3,9,5,9,2,6,5,5,7,2,3,0.37727012654081005
2,3,1,2,8,5,5,5,11,1,5,5,6,2,5,3,5,7,4,7,0.32143361071272797
3,5,2,2,1,4,6,14,5,2,4,8,3,7,5,5,9,5,0,7,0.26779245478164654
1,3,5,2,7,4,5,9,3,4,3,1,9,5,3,6,3,4,5,6,0.1700432688810733
3,5,2,7,2,5,3,7,6,9,6,6,4,5,0,8,3,4,7,4,0.4092466687996693
5,2,5,4,9,4,2,1,4,4,3,7,4,8,5,4,4,5,4,4,0.25236163647444587
7,3,3,7,5,10,8,5,6,5,5,2,6,5,2,3,6,4,4,3,0.33469541001019676
7,5,5,7,3,5,5,8,5,9,5,4,3,5,3,5,1,4,5,7,0.335620913947083
5,6,6,7,5,4,7,5,4,6,4,9,5,4,2,5,9,6,8,2,0.18893717026194867
7,3,3,3,3,8,3,6,3,6,3,5,1,2,2,3,5,5,4,7,0.22594887608302816
4,3,4,7,1,4,4,8,5,4,7,4,4,2,1,5,3,3,7,5,0.3757777676842249
3,4,5,3,7,2,3,3,4,4,9,7,2,3,10,2,3,4,5,5,0.17082817944547107
5,6,1,6,9,6,4,4,6,5,3,7,7,10,4,3,7,4,6,4,0.39075019993942206
5,3,4,7,8,5,6,10,4,4,6,3,5,7,9,8,8,3,5,4,0.384204424831101
9,5,5,9,4,4,2,4,7,3,2,5,6,7,5,7,5,5,3,10,0.446267260945684
3,4,8,4,5,5,4,4,5,5,8,4,7,6,5,4,6,1,9,7,0.19956353536888255
7,2,3,6,3,7,2,6,1,5,4,7,3,4,5,3,7,4,6,6,0.29545794117219826
3,5,7,2,2,8,5,3,3,3,6,7,8,6,3,7,6,5,2,8,0.048041347035068294
8,5,3,4,7,3,4,4,12,7,4,6,4,4,3,8,3,8,4,4,0.27144222689330494
4,8,5,4,4,2,10,10,5,5,3,4,7,6,5,6,4,5,3,3,0.28593121688945505
6,3,6,6,3,4,3,3,0,3,6,7,7,6,5,11,2,7,5,5,0.24611028787993555
8,5,6,3,5,7,5,2,4,5,4,8,7,7,7,4,4,5,5,4,0.26401815218042585
5,8,6,3,4,5,5,5,10,5,7,7,2,4,8,5,4,3,0,4,0.14027063781564802
2,4,3,4,6,6,7,5,8,4,3,5,11,6,2,3,4,7,2,4,0.14229362697898426
5,9,4,4,7,4,4,6,6,5,3,4,7,3,7,6,3,8,2,2,0.25043276699312195
6,2,3,3,8,2,5,4,5,7,4,3,6,3,7,3,4,7,3,5,0.3124308806507779
7,6,5,5,5,4,2,6,11,2,9,4,5,4,4,3,4,7,4,3,0.2998424556020423
2,4,7,4,5,6,3,9,4,2,9,7,5,10,4,7,6,5,4,5,0.16569978226023238
5,7,2,8,2,8,7,1,5,12,4,4,4,4,7,4,7,3,6,4,0.47659258315073477
4,5,3,5,0,8,3,6,5,8,4,5,6,4,5,5,1,6,6,9,0.31141372773509596
10,3,5,1,2,4,5,5,6,3,3,5,1,9,5,2,5,5,0,1,0.3770480470424738
6,5,9,6,8,2,2,2,2,8,8,6,4,3,2,1,3,3,7,4,0.12150271210650047
6,3,6,2,7,1,1,8,9,5,4,2,1,7,4,6,5,3,2,9,0.2652012031230586
2,4,9,5,4,3,5,9,5,5,4,9,5,6,3,4,6,5,5,5,0.1418421132066241
8,5,3,2,2,5,7,3,4,3,9,2,5,4,6,3,5,5,5,5,0.28432000532003787
7,2,3,1,4,3,3,8,5,1,3,6,3,3,3,6,2,7,2,9,0.2274202835469551
5,4,6,9,9,7,10,5,6,2,7,6,8,3,5,3,7,5,8,2,0.3543927781528727
7,6,6,8,3,4,5,4,3,3,4,3,6,2,4,5,5,7,4,4,0.3729504153684199
5,3,1,6,5,0,3,5,3,5,6,6,4,4,8,5,8,8,3,10,0.40367502881373457
6,5,7,6,5,2,6,7,7,7,3,6,3,8,5,4,4,5,7,2,0.2642582384117259
5,2,9,8,4,8,9,2,7,8,4,4,3,7,7,6,4,3,4,4,0.3567859935289733
7,8,5,8,3,4,6,7,5,4,5,1,1,5,4,6,8,7,8,6,0.3923727407599977
4,8,9,2,2,1,4,4,4,3,6,8,8,8,1,8,5,6,2,2,0.19911547861367498
1,6,8,3,3,4,4,4,7,2,2,7,8,6,5,4,8,7,5,4,0.11546949345340721
5,2,6,2,2,6,6,7,4,3,4,3,8,3,1,2,5,5,4,2,0.12582514343339307
6,8,4,3,4,6,3,3,5,3,6,7,4,5,11,10,4,2,5,10,0.2659077812321208
2,3,6,2,2,5,4,3,5,4,5,3,3,3,4,2,6,5,6,3,0.22142986284548827
6,3,4,7,1,4,6,4,6,3,7,4,4,1,4,6,2,5,8,5,0.3166775304298805
7,2,7,8,8,1,5,2,7,8,3,7,3,6,3,5,7,1,7,4,0.3070277237710225
3,12,8,4,7,5,8,6,2,4,4,8,4,5,4,4,4,8,6,3,0.14033288951393044
5,8,6,7,6,2,5,2,1,4,6,4,6,8,4,6,9,4,2,3,0.27857022650376795
3,5,6,5,5,2,4,1,4,7,3,2,3,6,3,6,6,6,5,6,0.26303748048832787
5,5,4,4,5,4,6,5,5,3,8,3,4,9,4,4,4,3,4,3,0.22646257702253697
6,5,6,5,7,6,5,8,6,3,3,5,5,4,4,8,7,6,5,9,0.21603379786831955
10,3,6,2,3,7,0,5,4,9,5,5,3,4,7,6,3,7,2,7,0.3145686953127412
7,3,5,4,2,3,5,2,4,3,1,4,5,5,3,7,5,6,6,10,0.1759868194279276
6,3,6,5,6,6,2,4,3,5,3,4,6,4,3,4,3,7,4,6,0.23607455776774766
3,4,5,6,4,5,6,4,6,7,8,5,4,4,6,8,5,3,7,5,0.28424561475318594
4,2,3,3,7,8,7,4,6,4,5,4,3,5,6,6,6,2,2,3,0.2789369857863291
4,9,6,3,2,4,3,5,5,1,6,4,2,4,5,5,8,4,13,6,0.2791946090629924
4,8,8,2,7,3,3,6,4,5,3,4,6,2,5,5,9,1,7,6,0.1372948475474196
3,4,2,9,4,9,5,9,3,1,5,3,7,2,6,6,4,9,4,4,0.5178243958245542
7,10,5,5,3,6,8,3,5,4,7,5,9,8,8,6,6,9,3,4,0.24380326034723168
4,4,3,2,7,2,4,3,3,2,4,9,2,5,1,2,9,3,5,5,0.22513643396217492
7,8,3,7,2,4,6,4,5,5,5,7,8,8,5,3,3,5,4,10,0.3667967102337716
8,6,5,4,11,4,3,4,3,5,4,5,6,3,3,1,8,9,7,1,0.29767813694323486
8,4,7,7,2,6,9,3,5,4,8,5,5,3,4,6,6,2,7,2,0.29491022104358133
5,6,6,3,7,4,10,6,4,2,5,3,5,2,2,4,4,3,3,6,0.17683152287164067
5,7,4,7,6,7,13,2,5,4,3,7,4,4,3,2,5,4,2,7,0.32960915548338593
2,4,1,5,6,6,11,9,4,5,8,10,1,7,8,5,4,3,6,6,0.36435796852234165
3,5,4,2,7,3,5,5,4,7,6,5,3,11,3,4,3,4,2,6,0.21873740036379957
3,4,6,3,2,6,5,2,2,2,3,6,3,7,3,4,9,4,2,6,0.15385181394751463
9,3,6,7,3,6,6,2,4,2,4,4,7,1,4,5,4,6,3,1,0.40127918510986205
1,8,10,10,2,6,6,5,7,7,5,7,5,5,3,1,9,6,4,6,0.39127107602141703
4,10,6,6,5,3,4,7,4,3,6,4,8,3,4,5,6,9,4,4,0.2779235738215155
3,8,2,8,8,6,3,1,6,6,8,5,3,2,7,8,6,4,6,7,0.42743441859851944
6,4,2,2,4,7,1,6,5,3,8,5,3,8,5,5,1,8,11,6,0.259232007847528
4,5,5,10,4,2,4,2,4,2,2,6,6,5,3,10,3,2,8,6,0.42225121101715957
6,6,3,6,9,6,6,5,5,5,5,5,7,0,4,5,4,5,5,4,0.3584156230007453
12,6,6,5,4,14,1,2,4,6,3,6,5,5,3,3,5,3,7,3,0.45649816927927295
4,3,7,4,4,7,5,6,4,5,6,5,4,6,3,4,5,7,6,9,0.12339278397365906
4,9,5,3,5,5,1,6,2,10,3,7,5,4,7,4,4,5,5,2,0.1484984867410199
5,1,5,4,3,5,6,4,9,8,3,6,3,5,4,3,5,10,7,5,0.2263076141211831
2,5,8,11,4,6,6,1,4,7,5,5,4,7,2,3,4,7,6,7,0.3947353958986042
3,2,3,4,4,6,3,9,7,5,11,8,4,3,5,2,8,3,5,6,0.274661760604763
7,4,2,4,2,5,5,7,7,4,4,5,7,5,7,8,3,4,3,6,0.25618787746177896
5,7,6,0,7,3,5,1,7,6,9,5,3,6,7,2,5,3,7,7,0.10546018210343508
4,7,4,7,4,8,1,6,5,10,3,1,7,7,5,5,1,7,7,2,0.3741419041446553
2,1,4,2,4,4,3,7,2,6,5,3,7,6,4,4,3,4,6,2,0.20240641465551748
3,6,4,6,10,7,5,5,4,5,9,3,4,2,6,6,6,4,10,6,0.3503968634977336
6,7,1,5,2,0,5,5,4,4,7,5,6,2,4,7,2,6,5,6,0.3929336982679539
2,7,4,4,6,5,2,6,6,5,4,11,2,9,4,5,6,4,5,4,0.20102089685037097
7,3,7,4,2,4,6,6,6,4,5,5,5,5,5,8,2,7,4,6,0.1297570819931761
4,2,6,6,4,7,6,3,1,7,3,1,1,5,3,4,3,3,8,3,0.2952624439020341
4,6,5,5,7,10,6,4,4,4,4,4,1,6,3,3,5,5,2,8,0.2644483892117312
5,6,8,8,7,7,7,4,5,12,6,7,6,5,4,2,4,4,6,6,0.27578330343629487
2,4,1,8,4,3,2,4,1,4,3,5,3,1,6,4,6,4,8,10,0.4682084651373419
4,3,5,4,3,3,3,6,3,4,2,6,1,2,2,4,7,5,10,5,0.21591567609433304
9,5,6,4,2,7,5,9,4,2,5,5,6,8,4,6,10,2,6,6,0.27994137721810747
4,3,4,6,3,7,3,2,3,4,4,8,8,6,5,6,8,2,3,5,0.3141533420623335
8,5,3,3,6,5,3,4,6,5,3,6,3,4,4,8,2,2,5,5,0.24929031809599575
4,5,5,8,6,3,3,4,7,6,4,5,3,2,5,6,4,5,0,6,0.37724495676714
6,7,6,3,8,8,6,4,6,5,3,6,2,3,3,8,7,7,12,5,0.21293769514727906
3,8,5,5,5,7,3,4,4,7,3,5,3,5,3,6,2,4,6,5,0.30573104121996425
4,1,4,6,4,7,8,2,7,2,7,5,3,2,5,5,6,2,9,6,0.23586017733714965
5,2,9,4,6,4,5,9,3,2,5,5,7,5,6,9,3,6,4,11,0.08376766388096123
3,6,7,2,3,6,3,1,1,2,5,5,7,7,3,6,7,4,5,3,0.1178807092076389
10,4,10,4,1,3,11,6,6,4,8,7,4,2,4,4,2,6,4,5,0.32345931261125166
2,3,7,4,3,4,3,2,7,7,2,3,3,3,4,2,7,6,3,3,0.20193523506447048
5,8,7,7,5,3,5,8,5,2,8,3,5,4,6,6,2,6,3,5,0.30696781861747663
3,6,7,6,4,6,9,7,4,6,5,3,4,7,3,6,5,4,3,4,0.225461108942136
6,1,4,5,6,5,4,7,2,4,4,2,3,3,8,4,5,10,5,6,0.3517872759038562
6,7,2,9,4,1,4,4,1,3,10,5,5,6,6,7,5,3,10,0,0.3927038315366381
3,4,4,10,5,4,7,4,6,3,12,1,7,4,3,6,6,3,3,5,0.4807380192117172
7,7,6,2,11,3,7,5,6,7,1,7,4,5,9,5,6,5,3,2,0.2496799831186686
5,10,8,2,5,3,3,7,4,7,6,4,0,6,7,5,3,8,1,9,0.156398338440637
6,4,5,7,5,6,7,4,3,5,3,9,6,9,2,5,3,2,5,4,0.27619344514616995
1,10,9,3,3,5,1,7,3,1,9,8,7,7,5,5,8,4,10,5,0.1675097862558613
5,5,10,5,4,3,3,7,9,6,7,10,5,6,5,7,3,9,2,11,0.12413946626156225
4,10,10,4,3,4,6,6,6,2,4,2,6,4,6,7,10,5,7,1,0.26539065085680447
6,6,2,5,5,8,7,6,6,5,4,3,5,8,6,2,8,3,3,2,0.32348148094566653
3,4,4,5,3,5,7,10,7,9,2,7,5,3,2,6,4,6,6,3,0.28749760990342077
9,3,4,5,4,8,6,4,6,4,5,3,5,5,5,4,7,6,9,3,0.43941277513985694
6,1,1,4,4,6,7,6,2,4,0,2,4,4,7,5,6,4,6,3,0.33371620264950147
3,10,3,15,6,6,5,9,7,2,5,4,7,6,7,4,9,2,6,4,0.7662106248619818
4,7,4,6,6,6,5,5,5,4,6,4,3,4,2,6,5,4,6,4,0.3347558575078025
7,4,1,6,4,2,0,7,3,3,6,5,5,3,5,4,7,5,8,5,0.3774488910932473
8,3,2,2,4,6,3,9,4,5,4,5,6,8,6,3,6,6,5,3,0.2102038634338786
5,5,7,6,3,3,5,3,3,6,10,2,3,7,7,6,4,5,2,5,0.25054672079228996
5,3,5,4,5,7,2,7,8,3,4,2,7,2,7,2,10,6,6,9,0.2114277929901619
2,4,7,3,2,3,3,4,7,6,10,7,10,9,6,8,5,6,4,8,0.08790925418405524
7,2,6,3,5,5,6,3,4,8,6,6,8,3,5,1,5,10,3,5,0.13565193716571566
5,3,6,9,7,8,3,3,8,4,3,5,6,5,7,6,9,5,9,3,0.32263612444400924
7,4,11,6,4,6,5,9,5,6,6,4,8,3,5,3,6,4,4,5,0.17817365634010845
8,2,6,8,5,9,3,4,5,2,2,4,10,5,6,3,4,8,6,2,0.398987238960501
4,4,8,1,5,4,3,10,6,2,9,2,5,4,4,8,4,3,3,3,0.05584849927219483
5,4,3,6,9,8,8,9,4,11,4,2,9,4,4,6,3,3,9,3,0.38006140635894387
6,7,6,5,3,6,2,2,3,5,5,1,4,7,6,5,4,4,5,4,0.24395166633467544
6,6,5,3,2,7,4,5,5,5,6,3,8,4,5,4,4,4,6,6,0.24614375231905403
9,9,7,6,5,7,3,8,6,0,2,6,6,3,8,6,4,5,3,7,0.30800362741637194
8,9,8,5,3,2,3,5,7,2,4,4,7,4,5,6,7,3,4,6,0.23397245881140027
6,7,5,7,3,5,4,2,9,5,8,4,3,3,6,2,2,7,4,5,0.3234021364357732
5,2,3,8,2,4,4,3,6,5,5,7,4,5,10,7,4,6,4,3,0.37964737420150185
5,3,6,5,4,6,8,2,5,4,2,8,2,8,3,2,10,1,4,3,0.26469106893473726
7,5,5,5,4,4,5,4,6,11,3,7,6,7,1,1,4,2,3,2,0.22434887827971067
4,3,6,6,8,9,8,4,5,7,6,7,8,1,3,3,10,2,6,8,0.18217842546945512
4,5,3,3,5,4,4,8,8,6,3,8,6,5,8,4,2,4,3,8,0.2173722754764938
8,4,5,9,10,6,10,6,6,6,7,7,5,6,5,6,4,8,5,4,0.4357570366553951
5,6,8,8,1,3,5,1,4,5,3,7,9,3,5,5,9,8,0,10,0.2371955918716449
2,2,5,5,2,9,5,4,5,8,7,2,5,8,1,7,3,3,2,4,0.24207236019698553
4,3,7,3,2,9,6,10,4,3,5,3,3,3,3,4,7,8,4,7,0.19783122950488707
3,2,4,4,2,5,3,5,3,8,3,4,3,5,4,4,4,5,4,3,0.3054224707509817
3,4,5,7,6,1,7,3,4,6,7,3,4,2,3,6,7,3,7,8,0.35347821388008904
8,2,6,10,7,5,4,4,2,3,7,6,3,4,6,4,6,3,2,6,0.45754726459900763
3,7,3,3,5,7,3,3,4,8,4,4,7,13,4,5,6,0,3,6,0.29449593636469756
6,3,5,3,3,3,2,5,3,6,1,5,4,4,3,3,8,7,2,1,0.19874387866022958
1,3,6,4,6,3,4,6,2,7,4,9,4,6,3,8,13,8,2,6,0.2520253223264011
8,3,1,6,1,4,5,4,7,5,4,7,2,4,6,9,6,4,7,6,0.3920831285910056
7,2,7,4,1,8,7,7,6,8,3,9,4,1,5,3,4,8,5,7,0.22280432903139968
1,3,8,7,6,4,5,6,5,1,6,4,4,8,7,4,7,3,7,1,0.24216110954381315
6,2,5,4,12,2,4,4,4,6,5,7,2,6,5,5,6,5,6,11,0.15612436913568403
4,2,5,3,2,2,1,5,1,5,3,5,5,10,3,4,6,5,6,5,0.22139850105426467
1,8,3,1,5,5,3,11,7,5,5,5,1,9,7,4,6,5,3,5,0.15649954182097808
1,5,1,9,3,2,3,12,5,7,5,9,6,4,7,4,3,6,6,5,0.509466194136811
5,3,5,10,3,8,4,5,4,5,4,1,3,2,4,5,6,5,4,6,0.44980756639453984
4,2,12,6,3,5,11,3,2,4,6,3,6,8,9,5,6,7,6,4,0.2037538258583233
4,5,4,7,5,7,4,7,5,6,4,5,7,4,3,7,4,6,8,7,0.3792361055891049
4,5,6,5,9,4,7,5,5,4,5,3,5,9,6,3,6,2,4,7,0.26949969167359555
8,7,6,5,6,6,7,5,1,8,3,2,3,6,5,9,7,5,11,8,0.24305341335895664
5,3,2,7,5,4,1,6,4,5,7,3,1,3,7,7,6,4,5,9,0.3604659785805193
3,4,3,5,5,4,4,6,7,4,7,3,9,10,5,3,3,8,4,3,0.2945764427976303
7,1,2,5,5,9,6,3,4,5,4,3,6,2,5,5,5,2,6,6,0.4447019560144081
4,2,2,4,3,8,3,6,7,3,7,8,4,7,6,6,8,4,6,7,0.2231036522971967
3,6,4,8,6,4,6,6,6,2,5,4,7,7,5,6,5,6,4,2,0.37636921675780793
2,7,3,1,3,8,3,4,5,5,6,6,5,2,3,4,2,4,6,2,0.17329046043628613
6,7,3,6,7,3,7,9,4,4,5,5,2,4,5,5,9,2,1,8,0.3693981990938782
7,5,6,6,4,3,6,6,4,4,4,9,2,7,7,3,2,6,7,2,0.28270631820807124
6,3,6,8,4,6,6,9,7,4,5,4,4,3,13,12,3,3,1,4,0.39252805540396124
2,5,4,6,5,6,3,3,3,2,2,3,5,3,4,6,4,3,4,5,0.3323409101489254
4,10,7,5,4,3,6,2,7,7,4,6,4,3,1,3,5,7,6,7,0.17968351125959017
4,9,4,5,7,3,8,6,5,5,6,7,4,5,5,5,3,3,1,6,0.27942886394847427
7,8,3,1,4,4,5,5,5,5,5,5,8,6,10,10,8,9,6,5,0.18410020089544527
5,5,6,5,9,7,2,8,3,3,5,1,6,16,7,6,4,4,2,4,0.2663889715323208
9,6,5,4,6,6,3,5,4,5,8,7,3,5,2,3,3,6,3,5,0.30513412062945716
6,4,6,6,4,3,6,9,6,3,4,5,7,5,3,5,1,3,3,5,0.27497981756406126
6,10,6,5,1,5,0,8,4,5,5,6,8,3,2,6,7,6,5,7,0.1817416373396372
8,2,2,4,7,3,6,5,3,2,9,6,7,7,4,6,5,6,3,6,0.36241185926438674
6,7,4,4,11,2,7,5,4,6,5,6,4,6,5,2,9,6,5,5,0.3296401598941694
2,7,8,5,5,5,3,9,5,4,7,2,5,1,9,3,5,5,7,4,0.2341863002884744
6,5,4,8,4,5,3,4,5,6,8,2,5,5,7,4,4,7,0,7,0.4188454014001918
7,6,4,2,3,7,9,7,5,4,2,2,3,12,3,3,6,8,6,4,0.2372529018799023
4,1,5,8,8,3,7,2,3,4,5,3,3,3,3,7,4,5,6,3,0.32643482958519016
5,3,5,7,3,4,3,5,4,2,7,5,3,4,8,4,3,7,4,3,0.31317176555410847
5,9,5,4,7,11,4,6,7,7,7,2,11,7,3,7,2,1,6,8,0.2646196964199252
7,8,3,4,4,5,8,8,3,5,7,3,4,5,2,2,2,7,7,2,0.29983847538696634
1,5,7,6,6,6,1,4,6,6,7,9,6,3,5,1,3,6,3,9,0.2125088173748152
7,6,5,5,12,7,4,4,5,9,9,5,7,2,3,1,5,7,5,5,0.23255333121293587
1,6,5,3,3,11,0,2,2,6,6,8,5,10,5,3,10,5,3,4,0.20036566498550157
5,4,2,8,4,4,6,5,3,2,5,8,0,5,4,5,4,3,4,3,0.4315031312144481
5,7,9,3,3,1,4,7,4,7,5,8,3,2,4,3,5,4,4,3,0.18273715212733077
4,1,6,2,5,4,4,3,5,5,6,5,8,5,8,5,4,4,8,12,0.14823532606664158
2,4,2,3,3,4,5,6,5,5,7,6,8,4,5,6,4,4,2,4,0.26276050008993485
7,6,2,1,4,4,2,3,5,5,4,1,5,9,6,6,3,5,2,5,0.30718188321001844
5,5,5,4,7,6,5,2,5,7,3,5,3,5,3,4,5,3,4,5,0.17422216789023237
5,5,4,6,4,3,2,3,7,4,6,4,3,6,8,2,7,3,2,1,0.352115214726665
8,3,4,4,7,4,6,4,5,3,3,1,7,2,3,4,2,13,10,3,0.3740578689400703
1,8,9,5,5,5,3,3,6,2,6,3,4,4,3,6,5,4,6,5,0.20990199989914243
4,6,5,6,4,2,6,4,5,7,6,6,3,3,8,6,8,6,2,6,0.29177528359922544
8,2,6,4,8,5,6,8,2,2,2,6,7,8,3,7,7,2,10,2,0.26082794706500423
5,5,6,4,1,3,4,6,2,4,6,7,6,5,1,4,3,2,8,5,0.2453718368122414
1,5,3,5,4,5,2,6,5,5,5,6,5,3,3,9,3,3,7,5,0.33618398968775276
6,9,9,5,6,7,1,7,6,2,5,5,2,3,4,5,4,8,5,4,0.19895670999383697
2,7,5,2,6,8,3,6,4,4,4,5,7,7,8,10,5,9,5,6,0.1194915056707752
4,3,3,4,5,6,11,3,4,5,5,7,6,4,7,7,3,2,3,2,0.2730883008655683
4,4,6,5,6,7,8,6,4,6,5,6,3,3,3,5,9,2,1,11,0.14265866730709031
1,3,3,3,9,4,1,5,3,4,7,5,3,7,7,1,5,6,7,4,0.18528340949232291
2,3,3,1,5,6,5,7,3,6,7,3,4,10,2,7,3,5,2,6,0.3052839745008681
6,1,3,5,4,8,7,2,3,2,7,3,5,7,6,3,2,4,8,6,0.38286418273301137
5,5,3,2,2,5,3,4,6,1,2,4,4,4,3,3,6,8,4,7,0.2742853817161959
9,6,4,1,5,3,6,1,8,4,7,3,4,6,6,1,6,5,6,5,0.3327522990609086
6,4,3,6,7,4,4,3,5,6,5,11,4,3,10,5,7,8,6,7,0.3597194524665378
3,5,4,6,6,7,8,3,3,1,7,11,7,7,9,9,8,5,3,11,0.2690296577736191
7,5,5,6,4,2,5,5,8,5,5,3,2,6,8,6,5,10,5,6,0.3255907180005971
6,6,4,6,9,4,7,5,7,3,7,7,5,4,4,4,6,4,2,6,0.3124735984866124
5,1,10,8,5,4,7,7,6,1,4,4,7,2,4,5,9,3,5,3,0.307797809577785
3,4,6,4,7,4,5,7,4,6,3,5,4,6,2,4,4,9,1,6,0.17640892221406548
3,5,2,8,6,5,4,5,4,3,3,4,3,3,5,6,3,2,2,5,0.4814505453971379
6,2,3,3,4,4,4,6,8,4,7,6,4,5,6,6,4,2,7,6,0.2432744501426359
5,4,4,5,4,5,6,5,8,2,4,3,3,6,8,4,7,5,6,4,0.30763602733743883
6,6,7,7,9,6,5,8,3,5,9,3,3,7,5,6,2,4,4,7,0.36371688036043015
6,5,8,6,2,12,5,7,6,3,3,3,6,4,5,3,3,4,4,6,0.3074339811203083
10,3,9,7,5,4,3,5,6,3,3,2,6,8,4,4,3,6,6,7,0.38108443207034903
5,4,9,7,5,2,8,7,4,5,4,3,2,4,5,3,2,4,3,1,0.22405193079054553
7,2,4,7,5,7,2,4,5,6,7,8,3,8,7,5,4,4,2,9,0.3785758501850311
5,2,5,8,3,9,3,5,5,6,2,2,4,4,6,3,6,6,8,6,0.4252452681038385
1,7,4,4,4,11,4,7,5,13,6,3,7,4,2,9,2,2,3,5,0.2760661489464381
4,3,3,5,4,7,1,8,6,5,5,7,5,3,2,6,3,6,7,6,0.29591031970991966
5,10,1,1,7,4,4,6,7,2,3,4,3,5,7,6,3,6,2,6,0.3723527886281573
6,8,4,3,5,8,7,3,4,3,5,6,4,4,4,8,6,3,4,5,0.26009723139552304
7,3,2,6,3,9,2,8,7,9,3,6,7,7,7,4,2,5,1,8,0.37102049755875527
5,6,0,5,1,11,6,6,6,3,2,5,4,2,5,2,2,8,7,5,0.5254128079974522
7,6,3,2,6,1,5,3,3,3,2,5,2,4,3,5,7,5,5,1,0.2380551171039487
6,3,5,7,5,8,6,2,8,6,4,5,9,3,6,8,4,5,3,3,0.29053517333654033
3,5,6,7,6,6,2,4,9,9,1,9,4,4,4,5,3,8,6,5,0.26451479760600893
11,7,7,4,6,4,4,8,2,8,5,7,5,7,5,5,8,1,8,7,0.46200260933373766
8,2,3,6,4,3,3,2,1,6,7,5,4,5,3,6,8,2,4,7,0.4003444454351893
2,2,2,6,1,7,4,7,7,9,1,2,4,2,3,3,3,4,5,1,0.4459723268199729
5,8,9,5,6,5,4,5,4,5,6,3,8,8,3,8,2,3,5,6,0.18791448426045987
5,3,8,3,6,2,3,6,6,4,1,5,6,6,5,5,7,7,2,6,0.18233911708718414
7,3,8,4,7,8,5,4,4,5,5,8,3,6,5,5,6,7,4,6,0.19123427055379127
4,5,5,7,4,12,4,6,4,6,6,4,2,2,4,4,6,3,3,5,0.4236096897171824
3,0,4,7,10,1,7,6,6,4,4,4,9,8,7,7,8,7,10,5,0.44036132633316805
4,5,6,2,8,4,4,8,3,7,7,6,4,9,6,3,5,2,6,3,0.15703291035793812
4,4,2,5,5,4,2,5,2,7,8,3,7,9,7,8,3,0,6,3,0.3375737554936166
4,8,9,4,3,5,5,7,5,3,3,5,3,2,3,4,3,5,3,6,0.1035730536397041
8,6,5,10,3,5,6,6,3,4,6,5,1,3,6,0,4,0,8,2,0.3762971152698348
2,9,5,6,4,8,1,3,10,7,1,9,6,5,5,7,5,4,2,5,0.2455551792139483
5,5,8,2,5,6,5,1,8,5,4,6,4,4,3,4,4,4,4,3,0.08823456682226873
6,6,5,3,5,4,2,5,2,2,2,6,7,6,0,6,3,5,5,5,0.24138841711500542
2,5,6,8,4,2,9,4,7,5,12,8,6,6,7,7,3,7,4,4,0.30285747319056194
